@relation gene-weka.filters.unsupervised.attribute.Remove-R4

@attribute gene_id string
@attribute cond_id string
@attribute level {0,1}

@data
YNL112W,'dtt 240 min dtt-2',0
YNL112W,'ethanol vs. reference pool car-1',0
YNL112W,'heat shock 17 to 37, 20 minutes',0
YNL112W,'heat shock 21 to 37, 20 minutes',0
YNL112W,'heat shock 25 to 37, 20 minutes',0
YNL112W,'heat shock 29 to 37, 20 minutes',0
YNL112W,'heat shock 33 to 37, 20 minutes',0
YNL113W,'1.5 mM diamide (20 min)',0
YNL113W,'1.5 mM diamide (30 min)',0
YNL113W,'2.5mM DTT 120 min dtt-1',0
YNL113W,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YNL113W,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YNL113W,'Heat Shock 015 minutes hs-2',0
YNL113W,'Heat Shock 05 minutes hs-1',0
YNL113W,'Heat Shock 10 minutes hs-1',0
YNL113W,'Heat Shock 15 minutes hs-1',0
YNL113W,'Heat Shock 20 minutes hs-1',0
YNL113W,'Heat Shock 30 minutes hs-1',0
YNL113W,'YPD 1 d ypd-2',0
YNL113W,'YPD 10 h ypd-2',0
YNL113W,'YPD 12 h ypd-2',0
YNL113W,'YPD 2 d ypd-2',0
YNL113W,'YPD 3 d ypd-2',0
YNL113W,'YPD 5 d ypd-2',0
YNL113W,'YPD 6 h ypd-2',0
YNL113W,'YPD 8 h ypd-2',0
YNL113W,'YPD stationary phase 1 d ypd-1',0
YNL113W,'YPD stationary phase 12 h ypd-1',0
YNL113W,'YPD stationary phase 13 d ypd-1',0
YNL113W,'YPD stationary phase 2 d ypd-1',0
YNL113W,'YPD stationary phase 22 d ypd-1',0
YNL113W,'YPD stationary phase 28 d ypd-1',0
YNL113W,'YPD stationary phase 3 d ypd-1',0
YNL113W,'YPD stationary phase 5 d ypd-1',0
YNL113W,'YPD stationary phase 7 d ypd-1',0
YNL113W,'aa starv 0.5 h',0
YNL113W,'constant 0.32 mM H2O2 (10 min) redo',0
YNL113W,'constant 0.32 mM H2O2 (20 min) redo',0
YNL113W,'constant 0.32 mM H2O2 (30 min) redo',0
YNL113W,'diauxic shift timecourse 20.5 h',0
YNL113W,'dtt 015 min dtt-2',1
YNL113W,'dtt 240 min dtt-2',0
YNL113W,'heat shock 17 to 37, 20 minutes',0
YNL113W,'heat shock 21 to 37, 20 minutes',0
YNL113W,'heat shock 25 to 37, 20 minutes',0
YNL113W,'heat shock 29 to 37, 20 minutes',0
YNL113W,'heat shock 33 to 37, 20 minutes',0
YNL114C,'1.5 mM diamide (20 min)',0
YNL114C,'1.5 mM diamide (30 min)',0
YNL114C,'1M sorbitol - 15 min',0
YNL114C,'2.5mM DTT 120 min dtt-1',0
YNL114C,'2.5mM DTT 180 min dtt-1',0
YNL114C,'29C to 33C - 5 minutes',0
YNL114C,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YNL114C,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YNL114C,'Heat Shock 015 minutes hs-2',0
YNL114C,'Heat Shock 030inutes hs-2',0
YNL114C,'Heat Shock 05 minutes hs-1',0
YNL114C,'Heat Shock 10 minutes hs-1',0
YNL114C,'Heat Shock 15 minutes hs-1',0
YNL114C,'Heat Shock 20 minutes hs-1',0
YNL114C,'Heat Shock 30 minutes hs-1',0
YNL114C,'Heat Shock 40 minutes hs-1',0
YNL114C,'Nitrogen Depletion 30 min.',0
YNL114C,'YPD 1 d ypd-2',0
YNL114C,'YPD 10 h ypd-2',0
YNL114C,'YPD 12 h ypd-2',0
YNL114C,'YPD 2 d ypd-2',0
YNL114C,'YPD 3 d ypd-2',0
YNL114C,'YPD 5 d ypd-2',0
YNL114C,'YPD 6 h ypd-2',0
YNL114C,'YPD 8 h ypd-2',0
YNL114C,'YPD stationary phase 1 d ypd-1',0
YNL114C,'YPD stationary phase 12 h ypd-1',0
YNL114C,'YPD stationary phase 2 d ypd-1',0
YNL114C,'YPD stationary phase 22 d ypd-1',0
YNL114C,'YPD stationary phase 28 d ypd-1',0
YNL114C,'YPD stationary phase 3 d ypd-1',0
YNL114C,'YPD stationary phase 5 d ypd-1',0
YNL114C,'YPD stationary phase 7 d ypd-1',0
YNL114C,'YPD stationary phase 8 h ypd-1',0
YNL114C,'constant 0.32 mM H2O2 (10 min) redo',0
YNL114C,'constant 0.32 mM H2O2 (20 min) redo',0
YNL114C,'constant 0.32 mM H2O2 (30 min) redo',0
YNL114C,'diauxic shift timecourse 20.5 h',0
YNL114C,'dtt 240 min dtt-2',0
YNL114C,'heat shock 17 to 37, 20 minutes',0
YNL114C,'heat shock 21 to 37, 20 minutes',0
YNL114C,'heat shock 25 to 37, 20 minutes',0
YNL114C,'heat shock 29 to 37, 20 minutes',0
YNL115C,'1.5 mM diamide (20 min)',1
YNL115C,'1.5 mM diamide (30 min)',1
YNL115C,'1.5 mM diamide (40 min)',1
YNL115C,'29C to 33C - 15 minutes',1
YNL115C,'37C to 25C shock - 15 min',0
YNL115C,'37C to 25C shock - 45 min',0
YNL115C,'Heat Shock 15 minutes hs-1',1
YNL115C,'Heat Shock 20 minutes hs-1',1
YNL115C,'Heat Shock 30 minutes hs-1',1
YNL115C,'Heat Shock 40 minutes hs-1',1
YNL115C,'Nitrogen Depletion 1 d',1
YNL115C,'Nitrogen Depletion 12 h',1
YNL115C,'Nitrogen Depletion 2 d',1
YNL115C,'Nitrogen Depletion 3 d',1
YNL115C,'Nitrogen Depletion 5 d',1
YNL115C,'Nitrogen Depletion 8 h',1
YNL115C,'YPD 1 d ypd-2',1
YNL115C,'YPD 12 h ypd-2',1
YNL115C,'YPD 2 d ypd-2',1
YNL115C,'YPD 5 d ypd-2',1
YNL115C,'YPD 6 h ypd-2',1
YNL115C,'YPD 8 h ypd-2',1
YNL115C,'YPD stationary phase 1 d ypd-1',1
YNL115C,'YPD stationary phase 12 h ypd-1',1
YNL115C,'YPD stationary phase 13 d ypd-1',1
YNL115C,'YPD stationary phase 2 d ypd-1',1
YNL115C,'YPD stationary phase 22 d ypd-1',1
YNL115C,'YPD stationary phase 28 d ypd-1',1
YNL115C,'YPD stationary phase 3 d ypd-1',1
YNL115C,'YPD stationary phase 5 d ypd-1',1
YNL115C,'YPD stationary phase 7 d ypd-1',1
YNL115C,'constant 0.32 mM H2O2 (20 min) redo',1
YNL115C,'constant 0.32 mM H2O2 (40 min) rescan',1
YNL115C,'diauxic shift timecourse 18.5 h',1
YNL115C,'diauxic shift timecourse 20.5 h',1
YNL115C,'dtt 240 min dtt-2',1
YNL115C,'ethanol vs. reference pool car-1',1
YNL115C,'heat shock 17 to 37, 20 minutes',1
YNL115C,'heat shock 21 to 37, 20 minutes',1
YNL115C,'heat shock 25 to 37, 20 minutes',1
YNL115C,'heat shock 29 to 37, 20 minutes',1
YNL115C,'heat shock 33 to 37, 20 minutes',1
YNL117W,'29C +1M sorbitol to 33C + 1M sorbitol - 15 minutes',0
YNL117W,'37C to 25C shock - 15 min',0
YNL117W,'37C to 25C shock - 60 min',0
YNL117W,'37C to 25C shock - 90 min',0
YNL117W,'Nitrogen Depletion 1 d',1
YNL117W,'Nitrogen Depletion 1 h',1
YNL117W,'Nitrogen Depletion 12 h',1
YNL117W,'Nitrogen Depletion 2 d',1
YNL117W,'Nitrogen Depletion 2 h',1
YNL117W,'Nitrogen Depletion 3 d',1
YNL117W,'Nitrogen Depletion 30 min.',1
YNL117W,'Nitrogen Depletion 4 h',1
YNL117W,'Nitrogen Depletion 5 d',1
YNL117W,'Nitrogen Depletion 8 h',1
YNL117W,'YP ethanol vs reference pool car-2',1
YNL117W,'YP fructose vs reference pool car-2',0
YNL117W,'YP galactose vs reference pool car-2',0
YNL117W,'YP glucose vs reference pool car-2',0
YNL117W,'YP mannose vs reference pool car-2',0
YNL117W,'YP raffinose vs reference pool car-2',0
YNL117W,'YP sucrose vs reference pool car-2',0
YNL117W,'YPD 1 d ypd-2',1
YNL117W,'YPD 10 h ypd-2',1
YNL117W,'YPD 12 h ypd-2',1
YNL117W,'YPD 2 d ypd-2',1
YNL117W,'YPD 3 d ypd-2',1
YNL117W,'YPD 5 d ypd-2',1
YNL117W,'YPD 6 h ypd-2',1
YNL117W,'YPD 8 h ypd-2',1
YNL117W,'YPD stationary phase 1 d ypd-1',1
YNL117W,'YPD stationary phase 12 h ypd-1',1
YNL117W,'YPD stationary phase 13 d ypd-1',1
YNL117W,'YPD stationary phase 2 d ypd-1',1
YNL117W,'YPD stationary phase 22 d ypd-1',1
YNL117W,'YPD stationary phase 28 d ypd-1',1
YNL117W,'YPD stationary phase 3 d ypd-1',1
YNL117W,'YPD stationary phase 5 d ypd-1',1
YNL117W,'YPD stationary phase 7 d ypd-1',1
YNL117W,'aa starv 1 h',1
YNL117W,'aa starv 4 h',1
YNL117W,'constant 0.32 mM H2O2 (20 min) redo',0
YNL117W,'diauxic shift timecourse 20.5 h',1
YNL117W,'ethanol vs. reference pool car-1',1
YNL117W,'glucose vs. reference pool car-1',0
YNL117W,'mannose vs. reference pool car-1',0
YNL117W,'raffinose vs. reference pool car-1',0
YNL117W,'sucrose vs. reference pool car-1',0
YNL119W,'1.5 mM diamide (30 min)',0
YNL119W,'1.5 mM diamide (40 min)',0
YNL119W,'1M sorbitol - 15 min',0
YNL119W,'2.5mM DTT 180 min dtt-1',0
YNL119W,'37C to 25C shock - 90 min',1
YNL119W,'DBY7286 37degree heat - 20 min',0
YNL119W,'DBYmsn2-4- 37degree heat - 20 min',0
YNL119W,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YNL119W,'DBYyap1 + 37degree heat (repeat)',0
YNL119W,'DBYyap1- + 0.3 mM H2O2 (20 min)',0
YNL119W,'DBYyap1- 37degree heat - 20 min (redo)',0
YNL119W,'Heat Shock 015 minutes hs-2',0
YNL119W,'Heat Shock 10 minutes hs-1',0
YNL119W,'Heat Shock 15 minutes hs-1',0
YNL119W,'Heat Shock 20 minutes hs-1',0
YNL119W,'Heat Shock 30 minutes hs-1',0
YNL119W,'Heat Shock 40 minutes hs-1',0
YNL119W,'Nitrogen Depletion 1 h',0
YNL119W,'Nitrogen Depletion 12 h',0
YNL119W,'Nitrogen Depletion 2 d',0
YNL119W,'Nitrogen Depletion 2 h',0
YNL119W,'Nitrogen Depletion 3 d',0
YNL119W,'Nitrogen Depletion 30 min.',0
YNL119W,'Nitrogen Depletion 5 d',0
YNL119W,'Nitrogen Depletion 8 h',0
YNL119W,'YPD 1 d ypd-2',0
YNL119W,'YPD 12 h ypd-2',0
YNL119W,'YPD 2 d ypd-2',0
YNL119W,'YPD 3 d ypd-2',0
YNL119W,'YPD 5 d ypd-2',0
YNL119W,'YPD 6 h ypd-2',0
YNL119W,'YPD 8 h ypd-2',0
YNL119W,'YPD stationary phase 1 d ypd-1',0
YNL119W,'YPD stationary phase 12 h ypd-1',0
YNL119W,'YPD stationary phase 13 d ypd-1',0
YNL119W,'YPD stationary phase 2 d ypd-1',0
YNL119W,'YPD stationary phase 22 d ypd-1',0
YNL119W,'YPD stationary phase 28 d ypd-1',0
YNL119W,'YPD stationary phase 3 d ypd-1',0
YNL119W,'YPD stationary phase 5 d ypd-1',0
YNL119W,'YPD stationary phase 7 d ypd-1',0
YNL119W,'aa starv 0.5 h',0
YNL119W,'aa starv 1 h',0
YNL119W,'constant 0.32 mM H2O2 (30 min) redo',0
YNL119W,'diauxic shift timecourse 20.5 h',0
YNL119W,'dtt 240 min dtt-2',0
YNL119W,'heat shock 17 to 37, 20 minutes',0
YNL119W,'heat shock 21 to 37, 20 minutes',0
YNL119W,'heat shock 25 to 37, 20 minutes',0
YNL119W,'heat shock 29 to 37, 20 minutes',0
YNL120C,'1.5 mM diamide (10 min)',0
YNL120C,'1.5 mM diamide (20 min)',0
YNL120C,'1.5 mM diamide (30 min)',0
YNL120C,'1.5 mM diamide (40 min)',0
YNL120C,'2.5mM DTT 090 min dtt-1',0
YNL120C,'2.5mM DTT 120 min dtt-1',0
YNL120C,'29C +1M sorbitol to 33C + 1M sorbitol - 5 minutes',0
YNL120C,'37C to 25C shock - 60 min',0
YNL120C,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YNL120C,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YNL120C,'DBYyap1- + 0.3 mM H2O2 (20 min)',0
YNL120C,'Heat Shock 015 minutes hs-2',0
YNL120C,'Heat Shock 05 minutes hs-1',0
YNL120C,'Heat Shock 10 minutes hs-1',0
YNL120C,'Heat Shock 15 minutes hs-1',0
YNL120C,'Heat Shock 20 minutes hs-1',0
YNL120C,'Heat Shock 30 minutes hs-1',0
YNL120C,'Heat Shock 40 minutes hs-1',0
YNL120C,'YPD 10 h ypd-2',0
YNL120C,'YPD 12 h ypd-2',0
YNL120C,'YPD 2 d ypd-2',0
YNL120C,'YPD 5 d ypd-2',0
YNL120C,'YPD 6 h ypd-2',0
YNL120C,'YPD 8 h ypd-2',0
YNL120C,'YPD stationary phase 1 d ypd-1',0
YNL120C,'YPD stationary phase 12 h ypd-1',0
YNL120C,'YPD stationary phase 22 d ypd-1',0
YNL120C,'YPD stationary phase 3 d ypd-1',0
YNL120C,'YPD stationary phase 5 d ypd-1',0
YNL120C,'YPD stationary phase 7 d ypd-1',0
YNL120C,'YPD stationary phase 8 h ypd-1',0
YNL120C,'aa starv 0.5 h',0
YNL120C,'constant 0.32 mM H2O2 (20 min) redo',0
YNL120C,'constant 0.32 mM H2O2 (30 min) redo',0
YNL120C,'diauxic shift timecourse 18.5 h',0
YNL120C,'diauxic shift timecourse 20.5 h',0
YNL120C,'heat shock 17 to 37, 20 minutes',0
YNL120C,'heat shock 21 to 37, 20 minutes',0
YNL120C,'heat shock 25 to 37, 20 minutes',0
YNL120C,'heat shock 29 to 37, 20 minutes',0
YNL124W,'1.5 mM diamide (10 min)',0
YNL124W,'1.5 mM diamide (20 min)',0
YNL124W,'1.5 mM diamide (30 min)',0
YNL124W,'1.5 mM diamide (40 min)',0
YNL124W,'2.5mM DTT 060 min dtt-1',0
YNL124W,'29C +1M sorbitol to 33C + 1M sorbitol - 5 minutes',0
YNL124W,'29C to 33C - 5 minutes',0
YNL124W,'DBY7286 + 0.3 mM H2O2 (20 min)',0
YNL124W,'Heat Shock 030inutes hs-2',0
YNL124W,'Heat Shock 05 minutes hs-1',0
YNL124W,'Heat Shock 10 minutes hs-1',0
YNL124W,'Heat Shock 15 minutes hs-1',0
YNL124W,'Heat Shock 20 minutes hs-1',0
YNL124W,'Heat Shock 30 minutes hs-1',0
YNL124W,'Heat Shock 40 minutes hs-1',0
YNL124W,'Heat Shock 60 minutes hs-1',0
YNL124W,'Heat Shock 80 minutes hs-1',0
YNL124W,'Nitrogen Depletion 1 h',0
YNL124W,'Nitrogen Depletion 30 min.',0
YNL124W,'YPD 1 d ypd-2',0
YNL124W,'YPD 10 h ypd-2',0
YNL124W,'YPD 12 h ypd-2',0
YNL124W,'YPD 5 d ypd-2',0
YNL124W,'YPD 6 h ypd-2',0
YNL124W,'YPD 8 h ypd-2',0
YNL124W,'aa starv 0.5 h',0
YNL124W,'constant 0.32 mM H2O2 (20 min) redo',0
YNL124W,'diauxic shift timecourse 18.5 h',0
YNL124W,'diauxic shift timecourse 20.5 h',0
YNL124W,'dtt 120 min dtt-2',0
YNL124W,'dtt 240 min dtt-2',0
YNL124W,'heat shock 17 to 37, 20 minutes',0
YNL124W,'heat shock 21 to 37, 20 minutes',0
YNL124W,'heat shock 25 to 37, 20 minutes',0
YNL124W,'heat shock 29 to 37, 20 minutes',0
YNL132W,'1 mM Menadione (120 min)redo',0
YNL132W,'1.5 mM diamide (10 min)',0
YNL132W,'1.5 mM diamide (20 min)',0
YNL132W,'1.5 mM diamide (30 min)',0
YNL132W,'1.5 mM diamide (40 min)',0
YNL132W,'1.5 mM diamide (50 min)',0
YNL132W,'1M sorbitol - 15 min',0
YNL132W,'2.5mM DTT 060 min dtt-1',0
YNL132W,'2.5mM DTT 090 min dtt-1',0
YNL132W,'2.5mM DTT 120 min dtt-1',0
YNL132W,'2.5mM DTT 180 min dtt-1',0
YNL132W,'29C +1M sorbitol to 33C + 1M sorbitol - 15 minutes',0
YNL132W,'29C +1M sorbitol to 33C + 1M sorbitol - 5 minutes',0
YNL132W,'29C to 33C - 15 minutes',0
YNL132W,'37C to 25C shock - 30 min',1
YNL132W,'37C to 25C shock - 45 min',1
YNL132W,'DBY7286 + 0.3 mM H2O2 (20 min)',0
YNL132W,'DBY7286 37degree heat - 20 min',0
YNL132W,'DBYmsn2-4- 37degree heat - 20 min',0
YNL132W,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YNL132W,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',0
YNL132W,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YNL132W,'DBYyap1- + 0.3 mM H2O2 (20 min)',0
YNL132W,'DBYyap1- 37degree heat - 20 min (redo)',0
YNL132W,'Heat Shock 015 minutes hs-2',0
YNL132W,'Heat Shock 030inutes hs-2',0
YNL132W,'Heat Shock 10 minutes hs-1',0
YNL132W,'Heat Shock 15 minutes hs-1',0
YNL132W,'Heat Shock 20 minutes hs-1',0
YNL132W,'Heat Shock 30 minutes hs-1',0
YNL132W,'Heat Shock 40 minutes hs-1',0
YNL132W,'Nitrogen Depletion 1 d',0
YNL132W,'Nitrogen Depletion 1 h',0
YNL132W,'Nitrogen Depletion 12 h',0
YNL132W,'Nitrogen Depletion 2 d',0
YNL132W,'Nitrogen Depletion 3 d',0
YNL132W,'Nitrogen Depletion 30 min.',0
YNL132W,'Nitrogen Depletion 5 d',0
YNL132W,'Nitrogen Depletion 8 h',0
YNL132W,'YPD 1 d ypd-2',0
YNL132W,'YPD 10 h ypd-2',0
YNL132W,'YPD 12 h ypd-2',0
YNL132W,'YPD 2 d ypd-2',0
YNL132W,'YPD 3 d ypd-2',0
YNL132W,'YPD 4 h ypd-2',0
YNL132W,'YPD 5 d ypd-2',0
YNL132W,'YPD 6 h ypd-2',0
YNL132W,'YPD 8 h ypd-2',0
YNL132W,'YPD stationary phase 1 d ypd-1',0
YNL132W,'YPD stationary phase 12 h ypd-1',0
YNL132W,'YPD stationary phase 13 d ypd-1',0
YNL132W,'YPD stationary phase 2 d ypd-1',0
YNL132W,'YPD stationary phase 22 d ypd-1',0
YNL132W,'YPD stationary phase 28 d ypd-1',0
YNL132W,'YPD stationary phase 3 d ypd-1',0
YNL132W,'YPD stationary phase 5 d ypd-1',0
YNL132W,'YPD stationary phase 7 d ypd-1',0
YNL132W,'aa starv 0.5 h',0
YNL132W,'aa starv 1 h',0
YNL132W,'aa starv 4 h',0
YNL132W,'constant 0.32 mM H2O2 (10 min) redo',0
YNL132W,'constant 0.32 mM H2O2 (20 min) redo',0
YNL132W,'constant 0.32 mM H2O2 (30 min) redo',0
YNL132W,'constant 0.32 mM H2O2 (40 min) rescan',0
YNL132W,'constant 0.32 mM H2O2 (80 min) redo',0
YNL132W,'diauxic shift timecourse 18.5 h',0
YNL132W,'diauxic shift timecourse 20.5 h',0
YNL132W,'dtt 120 min dtt-2',0
YNL132W,'dtt 240 min dtt-2',0
YNL132W,'glucose vs. reference pool car-1',1
YNL132W,'heat shock 17 to 37, 20 minutes',0
YNL132W,'heat shock 21 to 37, 20 minutes',0
YNL132W,'heat shock 25 to 37, 20 minutes',0
YNL132W,'heat shock 29 to 37, 20 minutes',0
YNL132W,'heat shock 33 to 37, 20 minutes',0
YNL134C,'1 mM Menadione (105 min) redo',1
YNL134C,'1 mM Menadione (120 min)redo',1
YNL134C,'1 mM Menadione (160 min) redo',1
YNL134C,'1 mM Menadione (20 min) redo',1
YNL134C,'1 mM Menadione (30 min) redo',1
YNL134C,'1 mM Menadione (80 min) redo',1
YNL134C,'1.5 mM diamide (10 min)',1
YNL134C,'1.5 mM diamide (20 min)',1
YNL134C,'1.5 mM diamide (30 min)',1
YNL134C,'1.5 mM diamide (40 min)',1
YNL134C,'1.5 mM diamide (5 min)',1
YNL134C,'1.5 mM diamide (50 min)',1
YNL134C,'1.5 mM diamide (60 min)',1
YNL134C,'1.5 mM diamide (90 min)',1
YNL134C,'17 deg growth ct-1',1
YNL134C,'1M sorbitol - 30 min',1
YNL134C,'2.5mM DTT 030 min dtt-1',1
YNL134C,'2.5mM DTT 045 min dtt-1',1
YNL134C,'2.5mM DTT 060 min dtt-1',1
YNL134C,'DBY7286 + 0.3 mM H2O2 (20 min)',1
YNL134C,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',1
YNL134C,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',1
YNL134C,'DBYyap1 + 0.32 mM H2O2 (20 min)',1
YNL134C,'DBYyap1 + 37degree heat (repeat)',1
YNL134C,'DBYyap1- + 0.3 mM H2O2 (20 min)',1
YNL134C,'DBYyap1- 37degree heat - 20 min (redo)',1
YNL134C,'Heat Shock 000 minutes hs-2',0
YNL134C,'Heat Shock 10 minutes hs-1',1
YNL134C,'Heat Shock 15 minutes hs-1',1
YNL134C,'Heat Shock 20 minutes hs-1',1
YNL134C,'Heat Shock 30 minutes hs-1',1
YNL134C,'Msn4 overexpression',1
YNL134C,'YP ethanol vs reference pool car-2',1
YNL134C,'YP glucose vs reference pool car-2',0
YNL134C,'YPD 1 d ypd-2',1
YNL134C,'YPD 10 h ypd-2',1
YNL134C,'YPD 12 h ypd-2',1
YNL134C,'YPD 2 d ypd-2',1
YNL134C,'YPD 3 d ypd-2',1
YNL134C,'YPD 5 d ypd-2',1
YNL134C,'YPD 6 h ypd-2',1
YNL134C,'YPD 8 h ypd-2',1
YNL134C,'YPD stationary phase 1 d ypd-1',1
YNL134C,'YPD stationary phase 12 h ypd-1',1
YNL134C,'YPD stationary phase 13 d ypd-1',1
YNL134C,'YPD stationary phase 2 d ypd-1',1
YNL134C,'YPD stationary phase 22 d ypd-1',1
YNL134C,'YPD stationary phase 28 d ypd-1',1
YNL134C,'YPD stationary phase 3 d ypd-1',1
YNL134C,'YPD stationary phase 5 d ypd-1',1
YNL134C,'YPD stationary phase 7 d ypd-1',1
YNL134C,'YPD stationary phase 8 h ypd-1',1
YNL134C,'aa starv 6 h',1
YNL134C,'constant 0.32 mM H2O2 (10 min) redo',1
YNL134C,'constant 0.32 mM H2O2 (100 min) redo',1
YNL134C,'constant 0.32 mM H2O2 (120 min) redo',1
YNL134C,'constant 0.32 mM H2O2 (160 min) redo',1
YNL134C,'constant 0.32 mM H2O2 (20 min) redo',1
YNL134C,'constant 0.32 mM H2O2 (30 min) redo',1
YNL134C,'constant 0.32 mM H2O2 (40 min) rescan',1
YNL134C,'constant 0.32 mM H2O2 (50 min) redo',1
YNL134C,'constant 0.32 mM H2O2 (60 min) redo',1
YNL134C,'constant 0.32 mM H2O2 (80 min) redo',1
YNL134C,'diauxic shift timecourse 18.5 h',1
YNL134C,'diauxic shift timecourse 20.5 h',1
YNL134C,'ethanol vs. reference pool car-1',1
YNL134C,'heat shock 17 to 37, 20 minutes',1
YNL134C,'heat shock 21 to 37, 20 minutes',1
YNL134C,'heat shock 25 to 37, 20 minutes',1
YNL134C,'heat shock 29 to 37, 20 minutes',1
YNL134C,'steady state 15 dec C ct-2',1
YNL141W,'1 mM Menadione (120 min)redo',0
YNL141W,'1.5 mM diamide (10 min)',0
YNL141W,'1.5 mM diamide (20 min)',0
YNL141W,'1.5 mM diamide (30 min)',0
YNL141W,'1.5 mM diamide (40 min)',0
YNL141W,'1.5 mM diamide (50 min)',0
YNL141W,'1M sorbitol - 15 min',0
YNL141W,'1M sorbitol - 30 min',0
YNL141W,'29C +1M sorbitol to 33C + *NO sorbitol - 30 minutes',1
YNL141W,'29C +1M sorbitol to 33C + 1M sorbitol - 15 minutes',0
YNL141W,'29C +1M sorbitol to 33C + 1M sorbitol - 5 minutes',0
YNL141W,'29C to 33C - 15 minutes',0
YNL141W,'29C to 33C - 5 minutes',0
YNL141W,'37C to 25C shock - 30 min',1
YNL141W,'37C to 25C shock - 45 min',1
YNL141W,'DBY7286 + 0.3 mM H2O2 (20 min)',0
YNL141W,'DBY7286 37degree heat - 20 min',0
YNL141W,'DBYmsn2-4- 37degree heat - 20 min',0
YNL141W,'DBYmsn2/4 (real strain) + 0.32 mM H2O2 (20 min)',0
YNL141W,'DBYmsn2/4 (real strain) + 37degrees (20 min)',0
YNL141W,'DBYmsn2msn4 (good strain) + 0.32 mM H2O2',0
YNL141W,'DBYyap1 + 0.32 mM H2O2 (20 min)',0
YNL141W,'DBYyap1- + 0.3 mM H2O2 (20 min)',0
YNL141W,'DBYyap1- 37degree heat - 20 min (redo)',0
YNL141W,'Heat Shock 000 minutes hs-2',1
YNL141W,'Heat Shock 015 minutes hs-2',0
YNL141W,'Heat Shock 030inutes hs-2',0
YNL141W,'Heat Shock 05 minutes hs-1',0
YNL141W,'Heat Shock 10 minutes hs-1',0
YNL141W,'Heat Shock 15 minutes hs-1',0
YNL141W,'Heat Shock 20 minutes hs-1',0
YNL141W,'Heat Shock 30 minutes hs-1',0
YNL141W,'Heat Shock 40 minutes hs-1',0
YNL141W,'Heat Shock 60 minutes hs-1',0
YNL141W,'Nitrogen Depletion 1 h',0
YNL141W,'Nitrogen Depletion 3 d',0
YNL141W,'Nitrogen Depletion 30 min.',0
YNL141W,'Nitrogen Depletion 5 d',0
YNL141W,'YPD 1 d ypd-2',0
YNL141W,'YPD 10 h ypd-2',0
YNL141W,'YPD 12 h ypd-2',0
YNL141W,'YPD 2 d ypd-2',0
YNL141W,'YPD 3 d ypd-2',0
YNL141W,'YPD 5 d ypd-2',0
YNL141W,'YPD 6 h ypd-2',0
YNL141W,'YPD 8 h ypd-2',0
YNL141W,'YPD stationary phase 1 d ypd-1',0
YNL141W,'YPD stationary phase 12 h ypd-1',0
YNL141W,'YPD stationary phase 13 d ypd-1',0
YNL141W,'YPD stationary phase 2 d ypd-1',0
YNL141W,'YPD stationary phase 22 d ypd-1',0
YNL141W,'YPD stationary phase 28 d ypd-1',0
YNL141W,'YPD stationary phase 3 d ypd-1',0
YNL141W,'YPD stationary phase 5 d ypd-1',0
YNL141W,'YPD stationary phase 7 d ypd-1',0
YNL141W,'aa starv 0.5 h',0
YNL141W,'constant 0.32 mM H2O2 (10 min) redo',0
YNL141W,'constant 0.32 mM H2O2 (20 min) redo',0
YNL141W,'constant 0.32 mM H2O2 (30 min) redo',0
YNL141W,'constant 0.32 mM H2O2 (40 min) rescan',0
YNL141W,'diauxic shift timecourse 18.5 h',0
YNL141W,'diauxic shift timecourse 20.5 h',0
YNL141W,'dtt 120 min dtt-2',0
YNL141W,'dtt 240 min dtt-2',0
YNL141W,'heat shock 17 to 37, 20 minutes',0
YNL141W,'heat shock 21 to 37, 20 minutes',0
YNL141W,'heat shock 25 to 37, 20 minutes',0
YNL141W,'heat shock 29 to 37, 20 minutes',0
YNL141W,'heat shock 33 to 37, 20 minutes',0
YNL142W,'1 mM Menadione (20 min) redo',0
YNL142W,'2.5mM DTT 015 min dtt-1',0
YNL142W,'37C to 25C shock - 15 min',0
YNL142W,'37C to 25C shock - 30 min',0
YNL142W,'37C to 25C shock - 45 min',0
YNL142W,'37C to 25C shock - 90 min',1
YNL142W,'Nitrogen Depletion 1 d',1
YNL142W,'Nitrogen Depletion 1 h',1
YNL142W,'Nitrogen Depletion 12 h',1
YNL142W,'Nitrogen Depletion 2 d',1
YNL142W,'Nitrogen Depletion 2 h',1
YNL142W,'Nitrogen Depletion 3 d',1
YNL142W,'Nitrogen Depletion 30 min.',1
YNL142W,'Nitrogen Depletion 4 h',1
YNL142W,'Nitrogen Depletion 5 d',1
YNL142W,'Nitrogen Depletion 8 h',1
